998,429,1104,429,1104,488,998,488,Học
1121,430,1236,430,1236,476,1121,476,Khu
1251,429,1564,429,1564,476,1251,476,Sacramento
399,473,561,473,561,505,399,505,Sacramento
1146,501,1414,501,1414,549,1146,549,2018-2019
399,514,457,514,457,553,399,553,City
468,513,566,513,566,549,468,549,Unified
399,553,490,553,490,592,399,592,School
497,554,600,554,600,590,497,590,District
811,626,1019,626,1019,693,811,693,Những
1032,625,1167,625,1167,679,1032,679,Tiêu
1183,610,1386,610,1386,682,1183,682,Chuẩn
1399,626,1568,626,1568,693,1399,693,Hạnh
1586,615,1743,615,1743,683,1586,683,Kiểm
708,705,847,705,847,760,708,760,Cam
867,693,978,693,978,758,867,758,Kết
994,704,1119,704,1119,760,994,760,Của
1134,708,1252,708,1252,773,1134,773,Phụ
1268,708,1476,708,1476,774,1268,774,Huynh
1490,710,1562,710,1562,761,1490,761,Và
1577,708,1699,708,1699,775,1577,775,Học
1717,706,1851,706,1851,761,1717,761,Sinh
930,863,1029,863,1029,913,930,913,Xin
1043,863,1146,863,1146,924,1043,924,Quí
1156,866,1220,866,1220,929,1156,929,Vị
1230,868,1337,868,1337,925,1230,925,Đọc
1349,868,1415,868,1415,914,1349,914,và
1427,867,1511,867,1511,926,1427,926,Ký
1522,866,1625,866,1625,914,1522,914,Tên
271,1059,442,1059,442,1117,271,1117,Chúng
452,1058,519,1058,519,1106,452,1106,tôi
531,1058,675,1058,675,1117,531,1117,thông
688,1059,777,1059,777,1105,688,1105,báo
792,1062,854,1062,854,1104,792,1104,đã
868,1060,993,1060,993,1117,868,1117,nhận
1007,1061,1132,1061,1132,1117,1007,1117,được
1146,1051,1296,1051,1296,1119,1146,1119,quyển
1308,1063,1481,1063,1481,1115,1308,1115,Những
1495,1062,1606,1062,1606,1107,1495,1107,Tiêu
1620,1053,1788,1053,1788,1108,1620,1108,Chuẩn
1800,1064,1940,1064,1940,1115,1800,1115,Hạnh
1954,1053,2092,1053,2092,1110,1954,1110,Kiểm
2107,1068,2215,1068,2215,1111,2107,1111,năm
269,1127,541,1127,541,1180,269,1180,2018-2019,
551,1127,653,1127,653,1171,551,1171,như
664,1127,727,1127,727,1171,664,1171,đã
739,1127,865,1127,865,1182,739,1182,được
875,1129,969,1129,969,1183,875,1183,giải
981,1127,1108,1127,1108,1173,981,1173,thích
1122,1129,1158,1129,1158,1173,1122,1173,ở
1169,1132,1307,1132,1307,1186,1169,1186,trang
1319,1131,1349,1131,1349,1173,1319,1173,8
1357,1136,1395,1136,1395,1177,1357,1177,-
1407,1131,1482,1131,1482,1185,1407,1185,14,
1492,1131,1553,1131,1553,1175,1492,1175,đã
1566,1131,1655,1131,1655,1186,1566,1186,đọc
1668,1144,1764,1144,1764,1188,1668,1188,qua
1774,1132,1836,1132,1836,1176,1774,1176,và
1848,1144,1951,1144,1951,1176,1848,1176,xem
1965,1131,2046,1131,2046,1188,1965,1188,nội
2058,1134,2201,1134,2201,1188,2058,1188,dung.
269,1262,451,1262,451,1320,269,1320,Chúng
463,1262,532,1262,532,1310,463,1310,tôi
547,1248,661,1248,661,1310,547,1310,hiểu
676,1249,802,1249,802,1321,676,1321,rằng
815,1250,915,1250,915,1310,815,1310,bổn
929,1260,1063,1260,1063,1326,929,1326,phận
1079,1263,1170,1263,1170,1312,1079,1312,của
1187,1264,1349,1264,1349,1325,1187,1325,chúng
1360,1263,1432,1263,1432,1315,1360,1315,tôi
1440,1265,1495,1265,1495,1312,1440,1312,là
1507,1266,1629,1266,1629,1324,1507,1324,phải
1640,1264,1759,1264,1759,1327,1640,1327,giúp
1776,1281,1868,1281,1868,1314,1776,1314,con
1885,1266,2020,1266,2020,1317,1885,1317,mình
2037,1269,2136,1269,2136,1329,2037,1329,đáp
2151,1270,2254,1270,2254,1331,2151,1331,ứng
269,1334,443,1334,443,1393,269,1393,những
454,1331,555,1331,555,1380,454,1380,tiêu
570,1319,732,1319,732,1381,570,1381,chuẩn
746,1334,881,1334,881,1393,746,1393,hạnh
895,1323,1025,1323,1025,1382,895,1382,kiểm
1041,1337,1150,1337,1150,1394,1041,1394,này.
267,1588,348,1588,348,1632,267,1632,Phụ
358,1586,621,1586,621,1635,358,1635,huynh/Người
631,1588,731,1588,731,1633,631,1633,giám
740,1586,792,1586,792,1636,740,1636,hộ
798,1588,866,1588,866,1635,798,1635,(ký
876,1588,956,1588,956,1636,876,1636,tên)
1237,1592,1319,1592,1319,1637,1237,1637,Học
1329,1591,1420,1591,1420,1629,1329,1629,Sinh
1431,1590,1497,1590,1497,1639,1431,1639,(ký
1507,1591,1584,1591,1584,1637,1507,1637,tên)
266,1767,344,1767,344,1803,266,1803,Tên
352,1768,433,1768,433,1813,352,1813,Phụ
445,1766,709,1766,709,1813,445,1813,huynh/Người
